Gender;Weight;Body Shape Index;Waist;Hips;Bust/Chest;Height
Male;70;3;112.92;105.71;122.11;178.86
Male;76;2;105.03;85.72;126.85;193.89
Male;64;1;104.89;89.67;106.9;189.17
Male;90;4;81.57;68.84;117.59;190.12
Male;54;1;79.33;73.25;88.27;181.47
Male;88;3;121.92;93.75;108.44;154.48
Male;69;0;112.4;85.03;96.93;185.0
Male;46;3;100.26;103.88;99.83;193.4
Male;71;0;102.55;88.38;77.96;198.12
Male;71;2;87.43;73.38;115.77;194.89
Male;79;1;90.06;72.12;129.77;188.19
Male;61;0;97.59;91.97;86.79;194.03
Male;94;1;117.04;114.26;83.27;187.99
Male;68;4;92.32;114.13;126.07;198.12
Male;65;0;93.12;112.21;93.22;197.59
Male;67;0;93.63;105.39;119.91;193.61
Male;79;2;100.08;72.08;112.55;150.87
Male;55;1;112.94;72.75;105.51;162.5
Male;61;2;111.61;71.74;104.42;157.95
Male;78;0;106.69;90.9;96.27;195.5
Male;75;0;105.61;116.32;83.69;191.25
Male;75;1;107.12;99.27;95.49;172.51
Male;49;2;80.94;66.04;100.84;187.17
Male;83;1;82.84;93.44;116.53;149.66
Male;82;4;95.98;98.31;125.32;187.94
Male;93;4;82.13;109.59;101.65;196.17
Male;87;0;103.18;80.52;99.16;196.91
Male;47;1;108.0;78.1;106.87;147.32
Male;90;3;109.29;95.44;113.72;153.6
Male;68;0;87.02;99.37;88.3;189.61
Male;70;0;73.21;75.45;112.94;161.84
Male;56;4;121.92;66.04;118.25;195.13
Male;78;1;99.92;66.04;97.12;191.89
Male;87;0;85.2;89.82;90.96;194.29
Male;97;4;117.24;66.24;92.92;175.07
Male;42;1;103.0;66.04;116.07;153.85
Male;65;1;78.49;97.68;86.69;187.22
Male;76;4;102.4;95.85;127.57;198.12
Male;63;3;118.73;83.87;114.18;189.26
Male;90;3;119.52;118.64;88.29;186.1
Male;58;2;113.03;71.04;112.41;174.73
Male;73;0;82.44;78.59;114.36;191.28
Male;79;1;106.91;107.18;120.17;152.15
Male;95;4;68.09;108.15;126.27;190.03
Male;82;4;99.49;69.23;102.11;156.27
Male;46;4;111.05;71.62;97.06;191.15
Male;81;1;117.28;69.66;83.98;151.62
Male;80;1;73.95;84.66;104.29;192.18
Male;87;0;85.01;66.04;89.21;165.45
Male;52;0;80.43;88.08;109.45;164.65
Male;78;4;116.63;99.56;95.11;187.29
Male;68;2;82.86;103.46;105.95;194.41
Male;78;2;82.12;94.63;106.98;193.32
Male;68;4;119.42;66.04;131.42;195.0
Male;61;0;81.94;78.09;97.23;194.22
Male;91;4;116.73;80.59;92.8;188.8
Male;106;0;121.92;78.75;112.31;152.17
Male;72;1;120.77;78.76;93.83;149.07
Male;59;0;102.13;117.95;117.99;198.02
Male;75;4;109.09;95.26;81.33;186.26
Male;49;3;108.6;95.17;132.08;184.48
Male;64;1;103.13;77.03;127.35;197.72
Male;61;4;94.99;116.91;122.23;190.88
Male;42;3;92.3;99.62;121.47;148.43
Male;89;0;100.29;97.9;89.99;188.06
Male;81;2;81.16;100.65;110.09;159.74
Male;78;1;98.49;110.25;98.5;193.55
Male;54;4;101.13;71.19;95.21;183.81
Male;86;4;115.57;88.34;109.78;156.48
Male;81;2;78.68;66.04;104.31;197.57
Male;62;1;117.65;89.46;104.25;198.12
Male;72;4;120.31;66.04;94.74;188.73
Male;69;1;112.03;66.04;93.28;190.42
Male;75;0;121.38;112.81;101.51;186.1
Male;42;3;109.14;76.88;109.52;169.06
Male;73;3;110.56;106.42;102.53;182.38
Male;82;1;96.61;107.2;99.02;165.17
Male;80;3;74.75;99.05;91.61;196.28
Male;44;4;87.44;111.01;120.13;193.08
Male;55;4;110.83;80.3;92.53;190.02
Male;93;4;115.82;111.47;132.08;187.74
Male;50;3;99.41;118.94;112.33;157.18
Male;75;4;97.43;108.3;88.77;187.56
Male;75;1;121.92;80.11;96.48;179.86
Male;66;0;105.23;72.88;111.4;174.52
Male;42;1;86.91;90.44;132.08;149.07
Male;76;0;92.06;72.4;99.34;198.12
Male;76;4;117.75;75.43;108.9;147.32
Male;85;3;119.27;67.66;90.81;197.59
Male;78;1;103.68;122.24;113.25;186.64
Male;74;1;71.92;88.31;114.88;175.61
Male;80;2;119.88;69.2;98.13;190.5
Male;79;0;84.88;99.4;96.08;174.95
Male;61;1;98.07;100.94;86.28;191.16
Male;79;1;106.99;90.14;77.82;174.39
Male;79;3;111.6;90.36;122.54;177.4
Male;87;3;105.91;96.3;124.92;157.57
Male;53;1;121.92;84.17;92.02;197.11
Male;48;1;90.07;123.12;106.53;198.12
Male;49;4;97.19;68.12;100.96;192.68
Male;69;0;102.79;84.89;118.06;184.62
Male;83;3;89.71;102.63;108.57;196.8
Male;65;1;107.73;121.31;103.23;162.95
Male;50;4;121.92;84.87;109.83;168.24
Male;56;3;97.65;88.04;97.18;189.21
Male;77;4;119.69;97.38;109.03;193.02
Male;77;4;107.63;90.35;121.95;198.12
Male;77;0;116.86;88.21;81.92;189.62
Male;88;0;120.51;109.13;91.5;189.52
Male;80;0;113.9;66.04;91.89;192.36
Male;75;1;72.65;97.22;118.25;157.82
Male;43;0;99.03;66.04;99.86;157.47
Male;65;4;74.23;75.51;96.08;198.12
Male;98;0;121.09;97.8;126.36;196.38
Male;84;3;90.85;89.55;93.73;189.8
Male;76;1;111.46;99.75;132.08;169.76
Male;48;1;113.87;90.06;127.15;186.25
Male;95;2;114.09;99.4;99.32;184.89
Male;57;1;80.37;83.14;124.25;180.07
Male;90;3;109.48;73.57;120.79;179.34
Male;77;1;95.93;67.67;100.68;198.12
Male;92;3;113.01;73.21;87.33;157.07
Male;53;1;120.97;77.53;111.15;173.16
Male;97;1;121.92;66.04;84.73;193.56
Male;47;3;111.81;121.59;124.67;169.48
Male;73;0;102.79;90.87;83.92;173.02
Male;83;3;113.0;109.39;99.79;193.16
Male;46;1;89.08;103.1;120.58;198.12
Male;43;1;107.82;79.76;90.33;193.92
Male;42;1;104.46;66.98;111.48;176.09
Male;70;1;104.42;87.66;91.48;189.04
Male;69;3;121.92;86.75;123.72;161.97
Male;74;2;70.03;91.14;116.08;195.27
Male;88;3;112.2;122.92;125.73;187.57
Male;74;0;86.9;117.06;84.51;155.87
Male;58;0;115.95;75.2;117.02;158.9
Male;42;0;94.27;112.89;106.12;198.12
Male;58;0;88.56;81.36;110.89;197.56
Male;93;0;82.71;66.04;101.24;195.04
Male;56;0;115.43;72.6;100.41;197.54
Male;78;4;77.25;68.99;132.08;198.12
Male;74;2;108.52;117.26;102.45;198.12
Male;51;3;113.97;73.17;98.51;194.0
Male;42;4;121.24;86.77;121.44;164.72
Male;46;0;109.01;87.93;112.3;193.38
Male;85;1;77.64;118.78;128.32;185.62
Male;83;4;119.2;84.62;86.14;150.22
Male;69;2;119.55;110.44;117.9;195.19
Male;68;1;109.36;99.61;110.57;147.32
Male;76;1;97.51;102.74;99.41;198.12
Male;75;3;114.83;122.41;112.43;195.08
Male;42;0;111.07;101.94;114.9;154.66
Male;80;4;104.67;95.26;99.33;193.41
Male;82;0;121.2;82.55;82.15;192.18
Male;66;1;88.57;74.29;128.31;198.12
Male;76;1;74.91;81.69;118.95;177.81
Male;62;0;94.12;113.74;112.24;170.54
Male;61;0;112.32;95.45;90.76;197.27
Male;89;0;117.86;68.71;115.73;190.92
Male;42;0;118.22;86.3;126.99;193.17
Male;100;2;90.67;74.81;110.5;192.75
Male;42;3;116.26;66.04;103.83;158.82
Male;55;1;109.51;66.04;94.89;173.65
Male;59;1;114.99;102.53;80.22;158.81
Male;76;0;89.09;67.05;76.2;164.25
Male;42;3;109.82;92.27;130.74;183.98
Male;71;4;73.53;75.27;125.92;194.7
Male;44;0;90.74;73.01;97.89;166.02
Male;62;0;112.03;107.86;127.46;166.78
Male;53;0;117.79;88.04;122.55;160.37
Male;87;0;97.67;83.96;117.67;197.83
Male;67;4;121.92;96.16;93.71;153.51
Male;69;1;77.51;86.92;122.38;189.98
Male;42;2;86.76;75.97;95.39;198.12
Male;83;1;108.21;93.01;114.16;185.54
Male;80;0;107.86;117.38;130.85;190.18
Male;111;4;112.05;66.04;117.1;154.72
Male;85;3;103.95;112.0;120.69;184.72
Male;84;3;96.24;91.52;91.61;189.05
Male;59;1;107.91;68.56;106.27;198.12
Male;73;0;84.44;84.86;90.97;194.78
Male;85;4;116.97;94.39;97.1;193.3
Male;54;3;111.31;75.16;103.28;180.39
Male;64;1;74.66;97.64;96.18;153.43
Male;79;4;121.92;85.66;118.75;181.87
Male;52;0;113.0;71.11;80.98;164.6
Male;69;1;105.87;71.07;101.1;157.02
Male;45;4;107.94;81.61;118.3;183.47
Male;75;0;107.35;71.01;85.98;173.95
Male;68;2;80.56;107.27;99.07;189.68
Male;83;1;110.47;113.65;98.26;193.94
Male;78;0;117.02;75.86;121.16;196.02
Male;75;4;120.17;111.78;107.73;176.87
Male;55;4;74.87;66.04;111.56;147.32
Male;61;4;81.84;66.04;91.77;190.37
Male;46;0;110.87;81.66;76.2;187.73
Male;78;1;117.98;77.24;107.06;187.96
Male;92;0;121.92;93.22;93.75;190.45
Male;57;4;121.9;68.49;95.34;154.8
Male;72;3;117.21;115.44;121.49;178.91
Male;68;3;116.58;116.76;112.45;189.97
Male;80;0;115.12;66.04;111.19;198.12
Male;76;4;84.52;80.78;129.44;194.77
Male;68;1;105.87;79.61;95.52;170.64
Male;62;2;74.08;109.77;101.48;158.13
Male;107;0;112.76;100.27;127.31;160.4
Male;69;1;110.79;116.34;123.18;193.16
Male;73;2;113.72;66.04;127.51;153.58
Male;69;3;110.78;89.25;125.65;198.12
Male;68;1;105.22;87.39;98.57;198.12
Male;75;0;101.18;74.36;121.46;176.25
Male;99;0;117.18;69.1;109.72;188.06
Male;96;1;98.64;73.33;98.3;190.1
Male;67;4;121.92;100.86;97.57;150.92
Male;69;1;102.7;98.63;96.64;189.41
Male;42;4;77.49;101.11;81.39;189.42
Male;89;2;110.62;104.56;128.91;193.08
Male;80;3;82.44;107.73;115.22;147.32
Male;68;1;92.25;96.84;118.39;165.94
Male;90;2;108.67;79.24;108.51;159.98
Male;68;3;116.45;76.58;116.39;198.12
Male;78;3;76.15;66.97;79.34;172.7
Male;80;1;121.92;114.21;90.13;153.6
Male;47;3;100.7;69.68;112.52;197.14
Male;74;1;99.9;96.03;91.88;164.62
Male;68;3;87.14;103.89;110.85;196.5
Male;68;3;104.59;66.04;129.02;190.51
Male;45;3;96.86;66.04;108.38;185.28
Male;87;1;68.74;100.33;92.24;189.98
Male;68;4;121.92;81.08;118.48;184.61
Male;89;0;97.98;66.04;89.94;195.12
Male;68;3;99.69;96.64;132.08;188.06
Male;73;1;111.7;75.57;121.86;197.06
Male;79;1;108.82;83.27;122.39;192.96
Male;51;0;100.48;66.04;130.5;151.14
Male;71;2;119.04;106.24;129.27;187.19
Male;74;4;93.67;66.53;77.6;191.82
Male;78;4;94.6;103.93;89.69;186.15
Male;60;2;117.85;110.2;109.54;185.15
Male;77;0;98.71;87.87;122.04;172.65
Male;73;1;116.38;114.71;100.44;186.37
Male;88;2;112.69;122.96;98.09;168.57
Male;80;1;111.83;95.04;122.08;168.76
Male;66;3;107.14;79.49;97.35;187.18
Male;88;0;99.88;117.78;104.47;193.04
Male;85;3;103.67;66.04;115.21;198.12
Male;79;1;121.92;92.46;115.07;188.84
Male;49;1;97.76;73.53;113.27;147.32
Male;50;1;113.44;99.6;90.7;193.17
Male;59;2;96.99;99.08;118.66;198.12
Male;45;0;87.29;97.22;109.68;160.48
Male;52;2;74.37;119.6;102.5;190.61
Male;48;1;108.83;115.48;79.9;181.69
Male;86;0;121.92;106.81;83.6;194.27
Male;82;1;121.92;73.08;115.8;158.11
Male;73;1;81.87;109.29;104.26;196.68
Male;72;3;121.92;120.03;76.2;189.74
Male;70;2;78.25;77.78;100.44;193.63
Male;86;2;105.97;93.27;117.65;198.12
Male;86;4;99.25;73.04;103.97;193.35
Male;69;4;101.02;110.93;111.64;193.19
Male;65;1;90.92;81.08;83.66;194.11
Male;74;1;115.54;88.58;81.34;187.21
Male;102;0;83.11;73.81;113.12;179.25
Male;50;1;104.61;78.56;85.98;181.77
Male;46;3;105.66;97.52;111.03;163.8
Male;83;3;120.91;108.1;113.79;153.66
Male;48;3;82.2;115.34;116.26;153.31
Male;67;1;118.33;73.63;108.12;187.47
Male;99;1;112.03;76.79;100.9;180.82
Male;93;3;100.24;66.04;129.47;196.31
Male;74;3;75.03;110.33;80.56;189.47
Male;69;0;82.22;71.31;130.48;169.74
Male;79;2;114.41;86.15;97.37;154.3
Male;87;0;110.63;109.96;106.42;172.05
Male;75;3;87.06;111.53;81.71;196.35
Male;65;3;87.17;71.69;116.95;167.84
Male;70;1;82.12;78.68;112.4;198.12
Male;81;0;96.53;113.22;94.78;198.12
Male;74;4;121.92;68.01;121.4;193.09
Male;66;4;108.78;103.74;125.79;154.12
Male;44;4;108.07;82.91;111.38;167.93
Male;43;1;87.82;100.99;116.4;196.31
Male;83;2;71.16;106.61;106.09;190.6
Male;65;4;75.89;93.21;112.75;177.69
Male;84;1;120.58;106.68;128.73;194.75
Male;74;4;116.83;102.61;123.33;186.02
Male;101;4;106.48;95.33;108.08;153.12
Male;71;0;118.59;92.02;100.37;197.46
Male;76;2;87.85;73.62;123.86;190.37
Male;72;4;84.54;66.04;80.69;192.73
Male;53;1;108.37;66.04;106.31;185.53
Male;43;4;69.7;101.82;105.48;184.02
Male;52;3;104.91;94.36;95.24;198.12
Male;72;4;107.48;91.57;100.43;198.12
Male;44;2;89.58;97.34;110.1;159.66
Male;82;4;75.62;106.08;124.77;185.7
Male;82;1;86.94;66.04;122.18;198.12
Male;61;1;112.44;73.4;124.5;149.37
Male;79;4;98.73;105.61;86.11;190.97
Male;94;4;120.25;92.21;115.34;191.82
Male;73;4;111.74;66.04;86.14;187.78
Male;84;0;106.66;66.04;126.9;184.28
Male;103;4;77.31;69.24;85.89;191.49
Male;68;3;106.2;113.65;86.83;157.36
Male;61;4;77.61;66.04;118.3;198.12
Male;70;0;77.42;93.91;80.24;181.4
Male;46;2;116.92;66.04;99.78;162.05
Male;50;4;106.44;123.17;103.92;165.56
Male;99;0;121.92;97.95;100.62;187.93
Male;76;4;100.44;66.04;103.6;198.12
Male;50;4;115.62;83.17;115.14;196.83
Male;69;1;110.72;102.46;105.0;187.75
Male;66;4;121.92;109.72;102.54;147.32
Male;72;0;110.15;66.04;110.02;196.4
Male;67;3;106.55;93.41;100.44;168.95
Male;81;0;109.7;66.04;113.57;196.16
Male;58;3;102.49;87.03;119.29;191.03
Male;54;1;71.92;110.73;81.49;150.3
Male;68;3;101.64;116.95;87.52;191.83
Male;89;2;113.91;76.1;126.42;181.43
Male;87;4;83.8;91.34;125.45;197.51
Male;44;4;88.07;71.84;125.69;151.23
Male;42;1;99.47;109.57;90.94;156.89
Male;51;2;119.29;109.99;102.81;155.38
Male;83;0;74.91;81.15;129.37;198.12
Male;84;0;80.38;73.58;115.03;198.12
Male;77;1;112.73;84.44;95.41;191.7
Male;73;4;113.41;79.43;106.43;174.87
Male;82;4;87.6;90.87;111.92;194.9
Male;47;0;92.44;81.14;123.73;191.19
Male;58;0;103.03;94.81;103.26;196.65
Male;87;1;80.84;86.35;127.7;184.92
Male;59;2;119.74;66.04;125.72;184.57
Male;75;4;77.82;99.51;103.53;155.36
Male;81;0;86.74;85.28;132.08;181.72
Male;78;2;121.92;90.72;113.95;161.73
Male;73;1;91.88;111.35;76.88;195.25
Male;70;2;66.04;100.62;86.45;194.22
Male;66;1;121.92;98.66;104.1;195.18
Male;51;1;104.06;94.38;120.23;196.48
Male;51;4;104.72;86.48;108.98;198.01
Male;70;2;69.99;104.37;98.5;150.99
Male;42;1;116.3;79.16;98.19;192.49
Male;76;0;113.97;112.53;118.71;178.95
Male;90;4;106.0;89.5;91.44;151.53
Male;105;0;112.05;66.04;104.68;185.97
Male;53;1;121.92;66.04;98.04;173.07
Male;93;2;109.5;100.1;90.39;197.32
Male;73;1;78.9;118.89;93.33;172.23
Male;75;4;99.05;107.86;109.27;195.34
Male;64;4;95.28;86.07;81.24;153.54
Male;99;1;81.11;94.83;105.97;197.12
Male;78;3;117.99;88.44;121.72;149.08
Male;66;1;97.44;77.32;104.24;198.12
Male;60;1;119.81;83.54;128.66;173.7
Male;62;1;107.15;93.26;93.66;198.12
Male;60;0;111.16;116.47;106.04;155.96
Male;81;4;121.92;114.48;116.23;166.99
Male;86;0;88.37;107.64;81.79;179.53
Male;77;0;106.3;74.56;90.9;191.47
Male;46;0;117.79;113.53;107.16;191.06
Male;97;4;117.92;115.46;100.4;188.02
Male;68;3;90.27;114.59;130.28;198.12
Male;62;2;77.75;76.61;107.15;166.89
Male;81;3;112.42;111.67;102.29;187.43
Male;51;3;117.82;82.82;108.59;153.83
Male;89;1;92.34;75.16;132.08;198.12
Male;74;4;107.14;107.62;115.39;161.82
Male;69;0;121.92;89.21;97.17;183.59
Male;57;3;91.11;99.97;90.67;190.38
Male;86;0;92.5;97.82;109.72;179.67
Male;73;1;113.75;99.64;94.69;198.12
Male;71;0;103.74;89.12;115.71;190.61
Male;48;1;79.05;82.17;103.59;166.71
Male;42;3;106.31;89.67;122.73;182.25
Male;83;4;72.07;113.97;102.51;173.74
Male;59;4;99.48;72.11;117.8;164.85
Male;64;0;104.36;72.53;88.63;196.49
Male;51;3;116.09;78.88;113.09;188.17
Male;89;4;113.52;66.04;129.98;198.12
Male;61;1;105.8;114.23;124.39;188.29
Male;62;2;113.64;97.41;97.22;155.82
Male;60;0;77.81;102.31;113.29;151.06
Male;90;2;115.12;106.27;117.12;161.58
Male;84;3;121.92;99.0;118.26;198.12
Male;83;3;119.49;108.3;98.29;192.89
Male;100;4;108.5;78.37;87.2;190.21
Male;77;1;117.59;106.2;117.75;175.56
Male;82;4;121.08;85.89;87.22;152.36
Male;66;0;78.6;74.65;99.11;195.46
Male;74;2;115.47;102.39;119.47;192.9
Male;51;1;121.92;68.81;106.4;183.79
Male;66;0;94.36;67.74;107.11;193.66
Male;60;2;121.07;85.67;117.14;198.12
Male;70;1;77.28;87.68;98.64;196.14
Male;55;3;98.84;112.67;112.19;148.12
Male;54;2;111.85;97.34;82.68;169.61
Male;77;4;121.92;73.27;119.29;176.45
Male;71;1;92.88;109.54;82.82;198.12
Male;53;0;115.41;82.73;97.96;159.91
Male;86;4;104.65;66.04;111.71;188.39
Male;51;4;88.84;118.38;127.0;157.35
Male;52;3;105.54;66.04;113.84;191.03
Male;42;3;76.0;75.19;131.97;191.22
Male;63;1;108.38;117.08;96.17;149.14
Male;92;1;76.15;110.99;132.08;188.66
Male;53;3;98.21;72.83;93.98;186.26
Male;46;0;115.32;114.17;122.79;178.82
Male;92;0;74.76;70.01;87.16;186.18
Male;65;4;106.71;112.11;79.78;152.75
Male;63;0;118.43;105.24;94.21;196.39
Male;57;3;108.67;78.08;84.59;182.16
Male;42;2;76.26;66.53;100.15;178.28
Male;50;1;118.67;100.36;108.52;182.05
Male;65;1;120.34;76.33;107.17;149.59
Male;67;4;99.25;103.52;102.67;178.2
Male;42;0;96.16;110.2;102.31;198.12
Male;95;1;121.92;71.03;99.82;193.78
Male;77;1;117.6;76.73;102.11;190.8
Male;82;0;108.46;79.7;108.24;189.88
Male;82;4;89.86;101.49;113.84;159.5
Male;76;1;77.62;121.46;94.29;158.02
Male;55;2;117.56;74.49;121.56;192.97
Male;42;3;85.7;66.98;93.28;196.26
Male;44;3;118.43;66.04;107.64;156.75
Male;82;1;68.98;93.3;107.85;147.32
Male;48;2;83.61;94.2;94.77;191.62
Male;81;4;119.11;73.51;85.9;198.12
Male;42;3;111.77;106.03;109.54;192.62
Male;55;3;79.13;75.35;112.46;182.31
Male;50;0;112.72;112.53;97.95;162.8
Male;48;3;101.13;112.78;102.87;152.17
Male;44;0;76.46;93.76;108.97;197.09
Male;47;3;107.01;78.72;77.57;174.72
Male;55;3;102.56;73.97;76.2;192.2
Male;46;0;76.51;116.85;131.75;157.27
Male;68;4;97.99;98.69;113.02;183.89
Male;58;3;120.82;66.54;108.49;196.94
Male;98;4;94.27;66.46;101.35;193.51
Male;55;1;73.11;77.65;119.13;186.85
Male;50;3;79.33;74.18;113.78;156.9
Male;45;3;81.98;97.41;77.93;179.15
Male;61;3;66.86;87.01;113.09;190.06
Male;81;1;116.59;66.04;132.08;183.96
Male;70;0;109.55;70.4;132.08;169.77
Male;56;3;112.62;108.79;132.08;196.33
Male;68;4;117.01;101.73;93.18;182.93
Male;58;1;115.15;90.51;101.29;185.08
Male;61;4;120.05;110.01;76.2;198.12
Male;65;2;121.92;106.09;89.38;191.66
Male;77;2;111.46;96.35;84.66;157.25
Male;80;4;79.39;119.51;124.14;187.6
Male;83;2;96.28;97.19;132.08;196.41
Male;73;3;116.98;113.34;114.58;183.69
Male;77;1;121.92;96.19;102.02;171.63
Male;89;1;111.92;107.35;95.9;198.12
Male;49;2;91.5;75.52;90.35;193.18
Male;64;3;116.68;108.3;87.06;158.49
Male;65;0;75.46;83.48;88.27;162.19
Male;59;1;116.27;98.13;89.99;179.72
Male;63;4;110.08;115.8;97.14;196.58
Male;44;0;94.22;66.04;78.43;190.88
Male;55;4;117.93;96.4;90.35;181.9
Male;75;2;106.97;118.56;93.18;198.12
Male;84;3;102.91;112.21;76.2;167.19
Male;69;3;93.08;66.04;124.12;171.57
Male;49;0;73.21;99.42;106.86;191.53
Male;46;2;79.36;71.47;79.97;189.38
Male;86;1;94.82;112.93;110.3;180.64
Male;65;3;78.14;66.04;108.72;155.02
Male;80;1;118.83;76.24;117.49;198.12
Male;70;0;93.3;111.95;119.92;184.58
Male;73;1;119.26;112.51;123.42;197.53
Male;42;4;107.87;94.95;104.05;160.95
Male;42;0;72.88;67.89;118.56;198.12
Male;63;4;102.32;88.97;80.4;194.47
Male;90;1;114.02;78.84;102.75;182.69
Male;68;1;121.92;87.85;100.03;195.8
Male;58;4;121.92;102.72;103.5;197.17
Male;72;3;113.06;114.58;111.35;150.4
Male;51;0;74.57;80.86;85.29;190.02
Male;60;4;106.65;110.76;112.7;158.83
Male;83;3;102.48;72.73;82.44;186.55
Male;69;4;114.08;69.82;109.56;183.93
Male;47;4;109.87;66.04;123.12;187.51
Male;78;4;111.75;73.84;90.32;193.77
Male;72;0;86.32;92.96;98.92;152.62
Male;68;4;96.61;71.69;98.98;196.57
Male;87;3;116.28;76.14;113.71;176.57
Male;74;0;99.9;91.93;105.62;191.58
Male;78;0;121.92;94.89;129.24;191.84
Male;80;0;111.3;69.79;112.69;193.44
Male;78;1;97.35;96.56;102.05;191.82
Male;88;0;101.17;119.22;102.53;193.6
Male;81;1;115.1;101.91;93.69;198.12
Male;60;1;82.6;94.56;98.02;160.8
Male;52;0;86.94;91.17;108.56;149.65
Male;64;2;110.4;115.92;88.76;176.44
Male;87;3;76.38;95.0;116.3;189.45
Male;56;0;89.08;92.84;122.76;189.03
Male;63;0;75.17;119.03;107.54;198.12
Male;72;0;93.69;113.3;98.06;194.62
Male;42;3;121.92;81.96;116.59;191.71
Male;74;1;113.09;107.93;105.03;156.45
Male;66;4;105.57;85.83;84.91;198.12
Male;60;1;88.44;102.42;124.07;197.0
Male;65;3;119.07;81.61;81.03;192.05
Male;67;1;118.3;118.91;115.06;188.85
Male;48;2;107.99;88.56;96.3;178.47
Male;42;2;112.4;72.51;112.76;186.81
Male;63;3;80.18;92.47;101.22;150.55
Male;76;0;87.23;101.05;84.8;193.85
Male;46;0;74.96;104.72;112.24;188.86
Male;50;0;97.75;66.04;76.2;198.12
Male;68;3;114.1;72.06;88.01;194.16
Male;74;3;105.46;66.04;106.55;198.12
Male;89;1;115.17;66.04;121.84;195.93
Male;49;1;86.04;67.77;80.03;154.05
Male;85;1;95.29;102.38;93.82;196.17
Male;48;3;117.42;103.75;117.76;186.78
Male;82;0;117.89;120.01;110.52;195.04
Male;77;3;105.35;74.57;124.74;185.17
Male;43;3;96.67;73.4;125.39;192.02
Male;75;0;119.47;99.12;117.77;159.13
Male;61;0;111.56;91.55;106.9;189.3
Male;75;0;121.92;118.48;97.41;171.56
Male;61;1;93.62;89.48;128.61;198.12
Male;63;2;115.5;71.98;123.0;193.11
Male;73;2;115.29;96.46;110.55;194.42
Male;86;1;109.08;98.77;94.91;194.64
Male;53;3;107.37;111.09;126.83;171.24
Male;89;0;89.05;105.7;103.82;189.16
Male;88;4;97.55;75.15;105.98;190.9
Male;86;2;121.92;75.86;86.58;169.47
Male;82;4;97.58;96.35;111.54;188.74
Male;45;4;99.13;85.3;121.23;194.03
Male;71;3;103.28;105.06;95.58;198.12
Male;76;0;87.96;89.84;105.12;196.68
Male;67;0;87.36;117.96;101.02;170.59
Male;64;2;95.98;110.82;132.08;189.74
Male;77;3;112.26;92.07;110.03;198.12
Male;86;3;101.4;103.91;84.7;190.97
Male;104;0;105.81;70.27;105.22;198.12
Male;100;2;116.26;87.06;95.23;170.94
Male;75;3;77.01;99.8;89.87;193.49
Male;43;3;108.63;99.45;105.75;167.85
Male;47;4;96.08;66.04;123.13;192.27
Male;68;1;119.38;114.58;99.85;164.54
Male;86;1;111.8;93.83;114.98;198.12
Male;83;1;82.35;121.31;111.66;198.12
Male;74;1;105.78;112.18;101.67;198.12
Male;73;4;80.52;85.78;103.62;186.03
Male;94;3;88.25;109.76;113.77;198.12
Male;72;3;103.31;110.36;118.06;171.26
Male;42;4;107.56;69.45;115.27;177.89
Male;66;0;103.23;66.04;118.57;148.11
Male;68;4;103.79;96.74;103.61;171.27
Male;74;1;78.52;89.04;108.31;189.9
Male;71;1;96.29;75.98;77.95;193.84
Male;58;4;92.89;114.89;132.08;188.68
Male;90;3;108.34;114.09;128.29;166.76
Male;91;3;117.78;91.95;113.06;156.03
Male;64;2;82.72;99.88;101.34;198.12
Male;65;3;75.0;115.93;96.3;182.17
Male;95;1;116.69;82.78;123.72;161.09
Male;65;0;106.6;112.56;90.45;153.12
Male;42;4;74.85;67.22;87.71;160.0
Male;42;2;111.87;94.29;105.25;195.69
Male;88;1;111.86;88.09;97.26;190.01
Male;86;1;68.65;95.76;115.03;194.01
Male;51;1;117.97;66.04;114.42;190.56
Male;73;0;88.0;80.47;101.76;156.84
Male;74;0;79.21;98.84;119.56;190.66
Male;54;1;106.06;90.97;102.42;194.47
Male;84;0;78.96;67.26;115.56;192.35
Male;87;1;112.95;87.89;83.8;158.31
Male;98;1;93.25;84.27;76.75;181.18
Male;73;3;121.92;93.63;121.71;188.11
Male;81;3;109.29;113.07;122.55;193.85
Male;81;4;112.67;79.15;124.1;189.67
Male;53;2;87.48;69.58;78.88;175.87
Male;70;4;108.65;73.82;108.32;198.12
Male;69;1;117.46;70.22;99.25;177.04
Male;102;3;106.52;66.04;110.03;193.61
Male;78;4;97.65;80.7;110.02;180.16
Male;63;1;79.26;76.97;86.31;176.68
Male;46;4;120.72;70.41;106.82;172.74
Male;76;0;112.54;69.11;87.78;177.58
Male;55;1;89.48;115.16;96.37;182.63
Male;77;1;77.55;73.38;96.89;195.85
Male;76;2;92.44;70.03;98.6;160.08
Male;71;1;116.95;92.27;100.89;152.25
Male;96;2;121.92;77.8;76.2;150.62
Male;73;0;95.1;77.97;100.4;178.68
Male;68;1;75.85;87.71;130.38;191.35
Male;75;4;105.5;89.37;99.96;190.91
Male;72;0;115.17;99.59;100.67;192.83
Male;75;0;80.55;77.15;116.66;182.08
Male;74;4;105.8;112.38;91.57;186.31
Male;74;1;115.72;113.09;121.7;198.12
Male;68;0;110.84;77.43;112.66;147.32
Male;66;4;117.56;105.09;86.05;181.65
Male;69;2;116.5;66.04;80.55;155.7
Male;93;0;111.1;77.76;100.14;194.16
Male;87;0;71.24;104.05;126.68;192.06
Male;63;2;100.7;94.28;120.41;194.06
